,restaurant_name,category,pricing_for_2,pricing_level,dining_rating,dining_review_count,locality,district,zipcode,latitude,longitude
184,High Bae,North Indian,1400,1000-2500,4.4,543," Satyaniketan, New Delhi",South East Delhi,110010,28.59249,77.162403
184,High Bae,Continental,1400,1000-2500,4.4,543," Satyaniketan, New Delhi",South East Delhi,110010,28.59249,77.162403
184,High Bae,Italian,1400,1000-2500,4.4,543," Satyaniketan, New Delhi",South East Delhi,110010,28.59249,77.162403
184,High Bae,Mughlai,1400,1000-2500,4.4,543," Satyaniketan, New Delhi",South East Delhi,110010,28.59249,77.162403
185,Aslam Chicken,North Indian,300,0-500,4.4,2333," Jama Masjid, New Delhi",Central Delhi,110006,28.64809829,77.23368052
186,Time Machine,North Indian,2000,1000-2500,4.4,2563,"Gardens Galleria, Sector 38 Noida, Noida",Gautam Buddha Nagar,201301,28.56430853,77.32163418
186,Time Machine,Continental,2000,1000-2500,4.4,2563,"Gardens Galleria, Sector 38 Noida, Noida",Gautam Buddha Nagar,201301,28.56430853,77.32163418
186,Time Machine,Chinese,2000,1000-2500,4.4,2563,"Gardens Galleria, Sector 38 Noida, Noida",Gautam Buddha Nagar,201301,28.56430853,77.32163418
186,Time Machine,Italian,2000,1000-2500,4.4,2563,"Gardens Galleria, Sector 38 Noida, Noida",Gautam Buddha Nagar,201301,28.56430853,77.32163418
186,Time Machine,Finger Food,2000,1000-2500,4.4,2563,"Gardens Galleria, Sector 38 Noida, Noida",Gautam Buddha Nagar,201301,28.56430853,77.32163418
187,Walking Street,Bar Food,1300,1000-2500,4.4,597,"Sector 29, Gurgaon",Faridabad,122007,28.46959642,77.06277151
187,Walking Street,Asian,1300,1000-2500,4.4,597,"Sector 29, Gurgaon",Faridabad,122007,28.46959642,77.06277151
187,Walking Street,North Indian,1300,1000-2500,4.4,597,"Sector 29, Gurgaon",Faridabad,122007,28.46959642,77.06277151
187,Walking Street,Continental,1300,1000-2500,4.4,597,"Sector 29, Gurgaon",Faridabad,122007,28.46959642,77.06277151
188,I Sacked Newton,North Indian,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Continental,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Chinese,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Italian,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Thai,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Mughlai,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Street Food,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
188,I Sacked Newton,Desserts,2100,1000-2500,4.4,1887,"Logix City Centre, Sector 32, Noida, Noida",Gautam Buddha Nagar,201301,28.57434465,77.35383477
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,North Indian,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,Mughlai,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,Desserts,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,Seafood,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,Kebab,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
189,Daryaganj - By The Inventors Of Butter Chicken And Dal Makhani,Biryani,1500,1000-2500,4.4,479," Connaught Place, New Delhi",Central Delhi,110001,28.630081,77.217484
190,Sattvik,North Indian,2100,1000-2500,4.4,1537," Select Citywalk Mall, Saket, New Delhi",South Delhi,110017,28.52911535,77.2193934
190,Sattvik,Fast Food,2100,1000-2500,4.4,1537," Select Citywalk Mall, Saket, New Delhi",South Delhi,110017,28.52911535,77.2193934
190,Sattvik,Desserts,2100,1000-2500,4.4,1537," Select Citywalk Mall, Saket, New Delhi",South Delhi,110017,28.52911535,77.2193934
191,Xero Degrees,Cafe,750,500-1000,4.4,1876," Connaught Place, New Delhi",Central Delhi,110001,28.63434235,77.22136416
191,Xero Degrees,Fast Food,750,500-1000,4.4,1876," Connaught Place, New Delhi",Central Delhi,110001,28.63434235,77.22136416
191,Xero Degrees,Beverages,750,500-1000,4.4,1876," Connaught Place, New Delhi",Central Delhi,110001,28.63434235,77.22136416
191,Xero Degrees,Desserts,750,500-1000,4.4,1876," Connaught Place, New Delhi",Central Delhi,110001,28.63434235,77.22136416
192,Biryani By Kilo,Biryani,700,500-1000,4.4,1116," Connaught Place, New Delhi",Central Delhi,110001,28.63087255,77.22197134
192,Biryani By Kilo,Hyderabadi,700,500-1000,4.4,1116," Connaught Place, New Delhi",Central Delhi,110001,28.63087255,77.22197134
192,Biryani By Kilo,Mughlai,700,500-1000,4.4,1116," Connaught Place, New Delhi",Central Delhi,110001,28.63087255,77.22197134
192,Biryani By Kilo,Kebab,700,500-1000,4.4,1116," Connaught Place, New Delhi",Central Delhi,110001,28.63087255,77.22197134
193,United Coffee House Rewind,North Indian,2100,1000-2500,4.4,1340," Cyber Hub, DLF Cyber City, Gurgaon",Faridabad,122008,28.49492141,77.08847612
193,United Coffee House Rewind,European,2100,1000-2500,4.4,1340," Cyber Hub, DLF Cyber City, Gurgaon",Faridabad,122008,28.49492141,77.08847612
193,United Coffee House Rewind,Asian,2100,1000-2500,4.4,1340," Cyber Hub, DLF Cyber City, Gurgaon",Faridabad,122008,28.49492141,77.08847612
193,United Coffee House Rewind,Mediterranean,2100,1000-2500,4.4,1340," Cyber Hub, DLF Cyber City, Gurgaon",Faridabad,122008,28.49492141,77.08847612
193,United Coffee House Rewind,Desserts,2100,1000-2500,4.4,1340," Cyber Hub, DLF Cyber City, Gurgaon",Faridabad,122008,28.49492141,77.08847612
194,Dhaba-  Estd 1986 Delhi,Mughlai,2000,1000-2500,4.4,1950," Aerocity, New Delhi",North West Delhi,110037,28.5514597,77.1225002
194,Dhaba-  Estd 1986 Delhi,Biryani,2000,1000-2500,4.4,1950," Aerocity, New Delhi",North West Delhi,110037,28.5514597,77.1225002
194,Dhaba-  Estd 1986 Delhi,North Indian,2000,1000-2500,4.4,1950," Aerocity, New Delhi",North West Delhi,110037,28.5514597,77.1225002
194,Dhaba-  Estd 1986 Delhi,Desserts,2000,1000-2500,4.4,1950," Aerocity, New Delhi",North West Delhi,110037,28.5514597,77.1225002
194,Dhaba-  Estd 1986 Delhi,Beverages,2000,1000-2500,4.4,1950," Aerocity, New Delhi",North West Delhi,110037,28.5514597,77.1225002
195,Cafe Uncover,Cafe,800,500-1000,4.4,911,"Sector 12, Dwarka, New Delhi",South West Delhi,110078,28.59597218,77.04131886
195,Cafe Uncover,North Indian,800,500-1000,4.4,911,"Sector 12, Dwarka, New Delhi",South West Delhi,110078,28.59597218,77.04131886
195,Cafe Uncover,Chinese,800,500-1000,4.4,911,"Sector 12, Dwarka, New Delhi",South West Delhi,110078,28.59597218,77.04131886
195,Cafe Uncover,Continental,800,500-1000,4.4,911,"Sector 12, Dwarka, New Delhi",South West Delhi,110078,28.59597218,77.04131886
195,Cafe Uncover,Beverages,800,500-1000,4.4,911,"Sector 12, Dwarka, New Delhi",South West Delhi,110078,28.59597218,77.04131886
196,Guppy,Asian,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
196,Guppy,Japanese,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
196,Guppy,Sushi,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
196,Guppy,Chinese,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
196,Guppy,Momos,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
196,Guppy,Beverages,3200,2500-5000,4.4,1201," Lodhi Colony, New Delhi",Central Delhi,110003,28.5846754,77.22376272
197,Rigo Restaurant,Momos,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Pizza,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Chinese,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Italian,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Thai,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Tibetan,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Asian,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
197,Rigo Restaurant,Beverages,1000,500-1000,4.4,1002," Majnu ka Tila, New Delhi",Central Delhi,110054,28.7020987,77.2276679
198,Matchbox,American,1700,1000-2500,4.4,1614," Hauz Khas Village, New Delhi",South Delhi,110017,28.5535,77.1943
198,Matchbox,British,1700,1000-2500,4.4,1614," Hauz Khas Village, New Delhi",South Delhi,110017,28.5535,77.1943
198,Matchbox,Continental,1700,1000-2500,4.4,1614," Hauz Khas Village, New Delhi",South Delhi,110017,28.5535,77.1943
198,Matchbox,Salad,1700,1000-2500,4.4,1614," Hauz Khas Village, New Delhi",South Delhi,110017,28.5535,77.1943
199,Desi Vibes,North Indian,2200,1000-2500,4.4,1888," Connaught Place, New Delhi",Central Delhi,110001,28.63032871,77.22062957
199,Desi Vibes,Mughlai,2200,1000-2500,4.4,1888," Connaught Place, New Delhi",Central Delhi,110001,28.63032871,77.22062957
199,Desi Vibes,Kebab,2200,1000-2500,4.4,1888," Connaught Place, New Delhi",Central Delhi,110001,28.63032871,77.22062957
199,Desi Vibes,Beverages,2200,1000-2500,4.4,1888," Connaught Place, New Delhi",Central Delhi,110001,28.63032871,77.22062957
200,Lord Of The Drinks Forum,Continental,2500,1000-2500,4.4,4098," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151258,77.25179415
200,Lord Of The Drinks Forum,North Indian,2500,1000-2500,4.4,4098," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151258,77.25179415
200,Lord Of The Drinks Forum,Italian,2500,1000-2500,4.4,4098," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151258,77.25179415
200,Lord Of The Drinks Forum,Beverages,2500,1000-2500,4.4,4098," Epicuria Food Mall, Nehru Place, New Delhi",South East Delhi,110019,28.55151258,77.25179415
201,Uncle's Sip & Bite,Fast Food,600,500-1000,4.4,1848," Prashant Vihar, New Delhi",North West Delhi,110085,28.71031899,77.13369213
201,Uncle's Sip & Bite,Beverages,600,500-1000,4.4,1848," Prashant Vihar, New Delhi",North West Delhi,110085,28.71031899,77.13369213
202,Ikk Panjab,North Indian,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
202,Ikk Panjab,Street Food,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
202,Ikk Panjab,Chinese,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
202,Ikk Panjab,Mughlai,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
202,Ikk Panjab,Desserts,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
202,Ikk Panjab,Beverages,1200,1000-2500,4.4,1057," Rajouri Garden, New Delhi",West Delhi,110027,28.64712556,77.11881626
203,Black Bottle + Kitchen,Finger Food,1900,1000-2500,4.4,2227,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62700239,77.37556133
203,Black Bottle + Kitchen,Italian,1900,1000-2500,4.4,2227,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62700239,77.37556133
203,Black Bottle + Kitchen,Continental,1900,1000-2500,4.4,2227,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62700239,77.37556133
203,Black Bottle + Kitchen,Beverages,1900,1000-2500,4.4,2227,"Sector 63, Noida",Gautam Buddha Nagar,201309,28.62700239,77.37556133
204,Rustique,Cafe,1500,1000-2500,4.4,1304," Essex Farms, Adchini, New Delhi",South Delhi,110016,28.54386732,77.20134314
204,Rustique,Bakery,1500,1000-2500,4.4,1304," Essex Farms, Adchini, New Delhi",South Delhi,110016,28.54386732,77.20134314
204,Rustique,Desserts,1500,1000-2500,4.4,1304," Essex Farms, Adchini, New Delhi",South Delhi,110016,28.54386732,77.20134314
204,Rustique,Italian,1500,1000-2500,4.4,1304," Essex Farms, Adchini, New Delhi",South Delhi,110016,28.54386732,77.20134314
204,Rustique,Beverages,1500,1000-2500,4.4,1304," Essex Farms, Adchini, New Delhi",South Delhi,110016,28.54386732,77.20134314
205,Drums of Heaven,Chinese,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
205,Drums of Heaven,Thai,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
205,Drums of Heaven,Asian,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
205,Drums of Heaven,Seafood,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
205,Drums of Heaven,Desserts,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
205,Drums of Heaven,Beverages,1700,1000-2500,4.4,898," Green Park, New Delhi",South Delhi,110016,28.55803325,77.20608998
206,Master Of Malts,North Indian,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
206,Master Of Malts,Chinese,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
206,Master Of Malts,Continental,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
206,Master Of Malts,Fast Food,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
206,Master Of Malts,Salad,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
206,Master Of Malts,Beverages,1600,1000-2500,4.4,2378," Connaught Place, New Delhi",Central Delhi,110001,28.6344421,77.22113315
207,Soho Pizzeria,Pizza,1400,1000-2500,4.4,1253," Saket, New Delhi",South Delhi,110030,28.51729821,77.19806883
208,Barrack 62 The Gastro Pub,North Indian,1600,1000-2500,4.4,1440,"Sector 62, Noida",Gautam Buddha Nagar,201014,28.62192369,77.35514771
208,Barrack 62 The Gastro Pub,Continental,1600,1000-2500,4.4,1440,"Sector 62, Noida",Gautam Buddha Nagar,201014,28.62192369,77.35514771
208,Barrack 62 The Gastro Pub,Fast Food,1600,1000-2500,4.4,1440,"Sector 62, Noida",Gautam Buddha Nagar,201014,28.62192369,77.35514771
208,Barrack 62 The Gastro Pub,Beverages,1600,1000-2500,4.4,1440,"Sector 62, Noida",Gautam Buddha Nagar,201014,28.62192369,77.35514771
209,"C'est La Vie - Pizzas, Pastas & Burgers",Cafe,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Pasta,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Pizza,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Continental,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Beverages,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Bakery,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Desserts,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
209,"C'est La Vie - Pizzas, Pastas & Burgers",Burger,1100,1000-2500,4.4,849,"Sector 50, Gurgaon",South West Delhi,122101,28.397334,77.072504
210,Coffee Bond,Cafe,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Pizza,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Fast Food,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Salad,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Sandwich,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Burger,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Desserts,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
210,Coffee Bond,Beverages,900,500-1000,4.4,1438,"M Block Market, Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54941983,77.2362588
211,Sambookas,Cafe,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,Italian,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,Mexican,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,North Indian,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,Chinese,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,Desserts,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
211,Sambookas,Beverages,900,500-1000,4.4,1179," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69406401,77.20485281
212,Dasaprakash,South Indian,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
212,Dasaprakash,North Indian,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
212,Dasaprakash,Chinese,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
212,Dasaprakash,Beverages,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
212,Dasaprakash,Desserts,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
212,Dasaprakash,Continental,800,500-1000,4.4,921," Hajipur, Noida",Gautam Buddha Nagar,201303,28.53999249,77.36713015
213,Indus Flavour,North Indian,900,500-1000,4.4,2366," Delhi University-GTB Nagar, New Delhi",North West Delhi,110052,28.69400989,77.18959976
213,Indus Flavour,Chinese,900,500-1000,4.4,2366," Delhi University-GTB Nagar, New Delhi",North West Delhi,110052,28.69400989,77.18959976
213,Indus Flavour,Fast Food,900,500-1000,4.4,2366," Delhi University-GTB Nagar, New Delhi",North West Delhi,110052,28.69400989,77.18959976
214,Paparizza-Woodfired Pizzas,Pizza,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
214,Paparizza-Woodfired Pizzas,Italian,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
214,Paparizza-Woodfired Pizzas,Fast Food,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
214,Paparizza-Woodfired Pizzas,BBQ,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
214,Paparizza-Woodfired Pizzas,Salad,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
214,Paparizza-Woodfired Pizzas,Desserts,500,0-500,4.4,4403," Delhi University-GTB Nagar, New Delhi",North Delhi,110009,28.69515012,77.20423054
